debtor_id,age,gender,region,original_amount,days_past_due,delinquency_group,collection_status,amount_recovered,outstanding_amount,strategy_used,contact_attempts,contact_success_count,recovery_time_days,credit_score,income_level,employment_status,loan_id,collection_rate,contact_efficiency
231,33,남성,서천군,34450246,48,단기,실패,0,34450246,문자,1,0,,756,7399,직장인,L0231,0.0,0.0
232,37,여성,논산시,10458526,254,상각,실패,0,10458526,전화,10,0,,891,3881,직장인,L0232,0.0,0.0
233,64,여성,수원시 영통구,48254076,347,상각,실패,0,48254076,전화,10,0,,922,7131,자영업,L0233,0.0,0.0
234,48,여성,논산시,43679696,311,상각,실패,0,43679696,전화,11,2,,823,7273,무직,L0234,0.0,0.0
235,28,남성,부천시,28182744,90,중기,실패,0,28182744,문자,3,0,,773,6342,직장인,L0235,0.0,0.0
236,21,남성,부여군,26222766,264,상각,실패,0,26222766,전화,9,0,,933,2658,무직,L0236,0.0,0.0
237,50,여성,보은군,39548564,325,상각,실패,0,39548564,방문,12,0,,640,3313,직장인,L0237,0.0,0.0
238,44,여성,남양주시,28888702,146,중기,실패,0,28888702,전화,5,0,,672,2085,자영업,L0238,0.0,0.0
239,41,남성,과천시,28960496,41,단기,실패,0,28960496,전화,4,0,,447,6710,직장인,L0239,0.0,0.0
240,35,여성,속초시,14936363,51,단기,성공,1512894,13423469,문자,1,0,49.0,614,7157,자영업,L0240,0.10128931654914922,1512894.0
241,32,여성,원주시,17147728,296,상각,실패,0,17147728,방문,11,0,,890,5792,직장인,L0241,0.0,0.0
242,68,여성,홍성군,9977795,321,상각,실패,0,9977795,방문,10,0,,476,7708,직장인,L0242,0.0,0.0
243,65,여성,의왕시,22994828,333,상각,실패,0,22994828,전화,10,0,,757,6615,직장인,L0243,0.0,0.0
244,24,남성,청양군,14303837,168,중기,실패,0,14303837,전화,6,1,,790,4606,직장인,L0244,0.0,0.0
245,50,남성,부천시 오정구,1241938,41,단기,실패,0,1241938,문자,2,0,,784,3735,직장인,L0245,0.0,0.0
246,44,여성,과천시,40008193,55,단기,실패,0,40008193,문자,3,0,,834,3585,직장인,L0246,0.0,0.0
247,35,남성,안양시 만안구,18050108,179,중기,실패,0,18050108,전화,7,0,,509,4531,자영업,L0247,0.0,0.0
248,32,여성,태안군,49100591,96,중기,실패,0,49100591,전화,2,0,,587,7560,직장인,L0248,0.0,0.0
249,28,남성,청주시 상당구,12735701,268,상각,실패,0,12735701,전화,10,0,,444,5051,무직,L0249,0.0,0.0
250,42,여성,화성시,23439134,140,중기,실패,0,23439134,전화,5,0,,467,2875,직장인,L0250,0.0,0.0
251,40,여성,영월군,38664627,358,상각,실패,0,38664627,방문,12,0,,676,7900,자영업,L0251,0.0,0.0
252,57,남성,성남시,31943495,144,중기,실패,0,31943495,방문,4,0,,445,6603,무직,L0252,0.0,0.0
253,23,여성,안산시 단원구,22157887,97,중기,실패,0,22157887,전화,5,0,,692,3614,직장인,L0253,0.0,0.0
254,25,여성,안산시,35836111,324,상각,실패,0,35836111,방문,11,0,,882,7526,직장인,L0254,0.0,0.0
255,54,남성,원주시,2889776,87,단기,실패,0,2889776,문자,2,0,,826,5268,직장인,L0255,0.0,0.0
256,54,남성,안양시,38853820,234,상각,실패,0,38853820,전화,7,0,,884,6005,직장인,L0256,0.0,0.0
257,47,남성,안산시,37219216,267,상각,실패,0,37219216,방문,10,0,,546,3901,직장인,L0257,0.0,0.0
258,42,여성,가평군,1744912,65,단기,실패,0,1744912,전화,2,0,,862,6449,직장인,L0258,0.0,0.0
259,28,남성,용인시 수지구,29858774,63,단기,실패,0,29858774,문자,2,0,,670,2774,직장인,L0259,0.0,0.0
260,45,남성,수원시 영통구,39240906,359,상각,실패,0,39240906,방문,12,1,,596,4686,직장인,L0260,0.0,0.0
261,24,여성,제천시,46340506,56,단기,성공,9629772,36710734,문자,2,0,1.0,444,3704,직장인,L0261,0.20780463640168279,4814886.0
262,41,여성,구리시,10608617,223,상각,실패,0,10608617,전화,7,0,,607,2780,직장인,L0262,0.0,0.0
263,21,여성,제천시,37544199,181,상각,실패,0,37544199,전화,7,1,,910,3375,자영업,L0263,0.0,0.0
264,49,남성,정선군,37872067,60,단기,실패,0,37872067,문자,1,0,,931,5487,무직,L0264,0.0,0.0
265,52,남성,춘천시,10579204,100,중기,실패,0,10579204,전화,3,1,,948,7163,무직,L0265,0.0,0.0
266,42,여성,과천시,40743937,197,상각,실패,0,40743937,전화,7,0,,845,6326,직장인,L0266,0.0,0.0
267,28,여성,진천군,30022477,160,중기,실패,0,30022477,방문,6,0,,436,5153,자영업,L0267,0.0,0.0
268,50,여성,광명시,12078986,67,단기,실패,0,12078986,문자,3,0,,898,2067,무직,L0268,0.0,0.0
269,28,여성,성남시 수정구,28798978,293,상각,실패,0,28798978,전화,11,1,,782,6545,직장인,L0269,0.0,0.0
270,59,여성,화성시,40802339,183,상각,실패,0,40802339,전화,8,3,,849,2328,직장인,L0270,0.0,0.0
271,66,남성,광주시,14345651,235,상각,실패,0,14345651,전화,8,1,,572,4461,직장인,L0271,0.0,0.0
272,61,여성,강릉시,37323344,248,상각,실패,0,37323344,전화,8,1,,788,7756,무직,L0272,0.0,0.0
273,52,남성,괴산군,31830881,218,상각,실패,0,31830881,전화,8,0,,803,2984,직장인,L0273,0.0,0.0
274,31,여성,부천시 원미구,31172770,318,상각,실패,0,31172770,전화,12,5,,832,6115,직장인,L0274,0.0,0.0
275,62,남성,안산시,19152850,48,단기,실패,0,19152850,문자,3,0,,835,2025,직장인,L0275,0.0,0.0
276,36,남성,서천군,43186422,262,상각,실패,0,43186422,전화,9,0,,929,7661,직장인,L0276,0.0,0.0
277,40,여성,광명시,26714835,176,중기,실패,0,26714835,전화,6,0,,688,7721,직장인,L0277,0.0,0.0
278,21,남성,오산시,30704944,258,상각,실패,0,30704944,전화,8,0,,819,6223,자영업,L0278,0.0,0.0
279,69,남성,공주시,39409132,162,중기,실패,0,39409132,전화,5,0,,847,7318,직장인,L0279,0.0,0.0
280,66,여성,괴산군,30629054,145,중기,실패,0,30629054,전화,4,0,,893,7752,직장인,L0280,0.0,0.0
281,52,여성,원주시,14716142,342,상각,실패,0,14716142,전화,12,0,,777,3343,직장인,L0281,0.0,0.0
282,35,남성,안산시,46588192,102,중기,실패,0,46588192,전화,5,0,,463,4445,직장인,L0282,0.0,0.0
283,46,여성,강릉시,34717973,203,상각,실패,0,34717973,방문,7,0,,798,6453,직장인,L0283,0.0,0.0
284,43,남성,평창군,5962845,273,상각,실패,0,5962845,전화,8,0,,828,2512,직장인,L0284,0.0,0.0
285,38,여성,오산시,48318044,102,중기,실패,0,48318044,전화,5,1,,642,6671,무직,L0285,0.0,0.0
286,35,남성,공주시,48053861,328,상각,실패,0,48053861,전화,9,0,,808,7786,직장인,L0286,0.0,0.0
287,60,남성,여주시,7383839,88,단기,실패,0,7383839,문자,3,0,,747,5929,직장인,L0287,0.0,0.0
288,63,여성,강릉시,2689604,103,중기,실패,0,2689604,전화,6,0,,666,6779,직장인,L0288,0.0,0.0
289,39,남성,이천시,11995623,211,상각,실패,0,11995623,전화,7,0,,628,4309,직장인,L0289,0.0,0.0
290,29,남성,안양시 동안구,40090697,318,상각,실패,0,40090697,전화,11,2,,573,7173,자영업,L0290,0.0,0.0
291,38,남성,군포시,40855889,226,상각,실패,0,40855889,전화,9,0,,723,3210,자영업,L0291,0.0,0.0
292,52,여성,청주시 흥덕구,35427931,31,단기,실패,0,35427931,문자,1,0,,602,3294,자영업,L0292,0.0,0.0
293,60,남성,원주시,14541859,206,상각,실패,0,14541859,전화,6,0,,850,2235,직장인,L0293,0.0,0.0
294,32,남성,안성시,40605070,293,상각,실패,0,40605070,방문,10,0,,836,3566,직장인,L0294,0.0,0.0
295,31,남성,충주시,13999361,332,상각,실패,0,13999361,전화,11,0,,497,5633,직장인,L0295,0.0,0.0
296,29,남성,부천시 오정구,38459560,130,중기,실패,0,38459560,방문,5,0,,487,2497,직장인,L0296,0.0,0.0
297,58,여성,천안시 동남구,14706495,302,상각,실패,0,14706495,전화,12,0,,572,3940,자영업,L0297,0.0,0.0
298,32,여성,음성군,1706942,201,상각,실패,0,1706942,전화,7,0,,808,6288,직장인,L0298,0.0,0.0
299,68,남성,광주시,23544918,65,단기,성공,15811817,7733101,문자,4,0,8.0,733,6154,직장인,L0299,0.6715596546142144,3952954.25
300,57,여성,옥천군,37903041,43,단기,실패,0,37903041,문자,2,0,,892,6313,자영업,L0300,0.0,0.0
301,69,여성,오산시,41761972,245,상각,실패,0,41761972,전화,9,0,,872,7924,직장인,L0301,0.0,0.0
302,56,여성,금산군,41653252,214,상각,실패,0,41653252,전화,9,0,,535,6563,직장인,L0302,0.0,0.0
303,37,남성,수원시 장안구,9418616,332,상각,실패,0,9418616,전화,14,0,,696,3556,자영업,L0303,0.0,0.0
304,47,남성,철원군,25405346,330,상각,실패,0,25405346,전화,12,2,,463,2202,직장인,L0304,0.0,0.0
305,32,남성,부천시,37848519,255,상각,실패,0,37848519,전화,8,0,,798,2184,자영업,L0305,0.0,0.0
306,23,남성,성남시 분당구,24017122,352,상각,실패,0,24017122,전화,11,0,,422,2882,직장인,L0306,0.0,0.0
307,66,남성,공주시,37690233,108,중기,실패,0,37690233,전화,5,0,,578,6766,직장인,L0307,0.0,0.0
308,65,남성,부천시 오정구,7811703,115,중기,실패,0,7811703,전화,2,1,,521,4026,직장인,L0308,0.0,0.0
309,21,여성,양구군,33710277,48,단기,실패,0,33710277,문자,2,0,,415,2998,자영업,L0309,0.0,0.0
310,67,남성,철원군,32732167,123,중기,실패,0,32732167,전화,3,0,,814,6100,직장인,L0310,0.0,0.0
311,43,여성,서산시,20911755,306,상각,실패,0,20911755,전화,12,0,,903,5522,자영업,L0311,0.0,0.0
312,69,남성,부천시 소사구,14819568,294,상각,실패,0,14819568,전화,10,0,,524,4274,직장인,L0312,0.0,0.0
313,45,여성,성남시 중원구,21481554,171,중기,실패,0,21481554,방문,5,0,,566,6719,무직,L0313,0.0,0.0
314,62,여성,철원군,22254271,145,중기,실패,0,22254271,전화,6,0,,405,6919,직장인,L0314,0.0,0.0
315,32,여성,고양시 일산서구,5708683,218,상각,실패,0,5708683,방문,8,0,,512,5124,직장인,L0315,0.0,0.0
316,30,여성,당진시,29555188,327,상각,실패,0,29555188,방문,12,0,,585,4414,직장인,L0316,0.0,0.0
317,49,여성,용인시 기흥구,44812117,97,중기,실패,0,44812117,전화,4,0,,558,2243,직장인,L0317,0.0,0.0
318,31,여성,남양주시,34816852,169,중기,실패,0,34816852,방문,6,1,,431,2924,자영업,L0318,0.0,0.0
319,24,남성,부천시 소사구,32513979,197,상각,실패,0,32513979,전화,7,3,,554,6077,자영업,L0319,0.0,0.0
320,54,여성,영월군,3272847,218,상각,실패,0,3272847,전화,8,1,,593,6933,직장인,L0320,0.0,0.0
321,64,남성,강릉시,3650703,237,상각,실패,0,3650703,방문,9,1,,535,5406,직장인,L0321,0.0,0.0
322,49,여성,양주시,29277619,262,상각,실패,0,29277619,전화,10,0,,639,6319,자영업,L0322,0.0,0.0
323,68,남성,이천시,46562331,198,상각,실패,0,46562331,방문,7,0,,456,6263,직장인,L0323,0.0,0.0
324,24,여성,용인시 기흥구,41063896,186,상각,실패,0,41063896,전화,7,0,,668,2022,직장인,L0324,0.0,0.0
325,59,여성,영월군,8435616,59,단기,실패,0,8435616,전화,3,1,,740,2238,직장인,L0325,0.0,0.0
326,67,여성,여주시,40978097,136,중기,실패,0,40978097,방문,4,0,,627,2880,직장인,L0326,0.0,0.0
327,60,여성,오산시,16856011,319,상각,실패,0,16856011,전화,10,0,,501,6281,직장인,L0327,0.0,0.0
328,42,여성,청양군,45925502,107,중기,실패,0,45925502,전화,4,0,,595,6682,직장인,L0328,0.0,0.0
329,62,여성,의왕시,30108909,307,상각,실패,0,30108909,전화,12,2,,467,3671,무직,L0329,0.0,0.0
330,33,남성,공주시,12329320,203,상각,실패,0,12329320,방문,7,0,,453,2778,직장인,L0330,0.0,0.0
331,26,여성,천안시 동남구,29070847,276,상각,실패,0,29070847,방문,9,1,,763,6394,직장인,L0331,0.0,0.0
332,32,여성,천안시 동남구,145449,289,상각,실패,0,145449,전화,10,0,,513,7765,직장인,L0332,0.0,0.0
333,45,남성,연천군,32388857,325,상각,실패,0,32388857,전화,12,3,,456,2155,직장인,L0333,0.0,0.0
334,69,남성,김포시,5948561,70,단기,실패,0,5948561,문자,2,0,,855,5263,직장인,L0334,0.0,0.0
335,42,남성,남양주시,26776081,307,상각,실패,0,26776081,전화,10,2,,598,5348,직장인,L0335,0.0,0.0
336,66,남성,공주시,42890122,73,단기,실패,0,42890122,전화,3,0,,530,7049,자영업,L0336,0.0,0.0
337,24,여성,이천시,13141429,356,상각,실패,0,13141429,방문,11,0,,638,2257,직장인,L0337,0.0,0.0
338,22,남성,삼척시,48502650,205,상각,실패,0,48502650,전화,8,2,,836,6771,직장인,L0338,0.0,0.0
339,39,남성,양평군,16787195,228,상각,실패,0,16787195,방문,9,0,,857,2154,직장인,L0339,0.0,0.0
340,30,남성,횡성군,4089428,360,상각,실패,0,4089428,전화,13,0,,792,7122,직장인,L0340,0.0,0.0
341,50,여성,양평군,46553455,64,단기,실패,0,46553455,전화,3,0,,404,6734,직장인,L0341,0.0,0.0
342,64,남성,용인시 기흥구,35622530,297,상각,실패,0,35622530,전화,11,0,,620,2999,직장인,L0342,0.0,0.0
343,38,남성,철원군,4131443,93,중기,실패,0,4131443,전화,3,0,,656,6440,직장인,L0343,0.0,0.0
344,44,여성,성남시 중원구,48928782,329,상각,실패,0,48928782,전화,13,2,,829,4080,직장인,L0344,0.0,0.0
345,48,남성,철원군,11449968,163,중기,실패,0,11449968,전화,6,1,,793,5105,직장인,L0345,0.0,0.0
346,38,여성,수원시 영통구,29122479,239,상각,실패,0,29122479,전화,8,0,,779,4487,자영업,L0346,0.0,0.0
347,38,남성,양주시,31567904,171,중기,실패,0,31567904,전화,6,0,,772,7476,직장인,L0347,0.0,0.0
348,36,여성,천안시 동남구,19985223,246,상각,실패,0,19985223,방문,7,0,,859,7439,직장인,L0348,0.0,0.0
349,40,여성,진천군,18837433,176,중기,실패,0,18837433,전화,5,1,,881,7865,직장인,L0349,0.0,0.0
350,58,여성,청주시 흥덕구,23840424,267,상각,실패,0,23840424,전화,9,2,,632,7735,직장인,L0350,0.0,0.0
351,57,남성,진천군,14564802,295,상각,실패,0,14564802,방문,11,7,,708,7219,자영업,L0351,0.0,0.0
352,50,남성,서산시,27292797,174,중기,실패,0,27292797,전화,6,2,,667,6109,자영업,L0352,0.0,0.0
353,29,남성,과천시,5161122,275,상각,실패,0,5161122,전화,10,0,,827,4132,직장인,L0353,0.0,0.0
354,42,여성,화천군,44703785,232,상각,실패,0,44703785,방문,9,0,,536,2187,직장인,L0354,0.0,0.0
355,49,남성,연천군,5072960,351,상각,실패,0,5072960,방문,9,3,,635,5133,자영업,L0355,0.0,0.0
356,28,여성,동두천시,3990592,34,단기,실패,0,3990592,문자,1,0,,802,3422,무직,L0356,0.0,0.0
357,57,여성,당진시,48007813,245,상각,실패,0,48007813,전화,8,1,,818,5680,자영업,L0357,0.0,0.0
358,45,여성,고양시 덕양구,20596126,313,상각,실패,0,20596126,방문,11,1,,703,7667,무직,L0358,0.0,0.0
359,46,여성,논산시,38007472,64,단기,실패,0,38007472,문자,2,0,,665,6452,자영업,L0359,0.0,0.0
360,52,여성,춘천시,34531889,363,상각,실패,0,34531889,전화,13,1,,752,4050,직장인,L0360,0.0,0.0
361,64,남성,당진시,22291005,158,중기,실패,0,22291005,전화,5,0,,761,7506,직장인,L0361,0.0,0.0
362,69,여성,옥천군,23424790,326,상각,실패,0,23424790,방문,13,2,,921,7342,직장인,L0362,0.0,0.0
363,22,남성,안산시 단원구,20407758,283,상각,실패,0,20407758,전화,9,0,,441,6921,직장인,L0363,0.0,0.0
364,53,남성,양주시,1186967,191,상각,실패,0,1186967,전화,6,0,,804,2615,직장인,L0364,0.0,0.0
365,39,남성,의왕시,16282983,265,상각,실패,0,16282983,전화,9,0,,480,3823,자영업,L0365,0.0,0.0
366,55,남성,남양주시,20586834,307,상각,실패,0,20586834,방문,9,0,,436,4987,직장인,L0366,0.0,0.0
367,26,여성,증평군,23395533,238,상각,실패,0,23395533,방문,7,0,,922,2560,직장인,L0367,0.0,0.0
368,52,여성,청주시 서원구,2077828,105,중기,실패,0,2077828,전화,4,0,,767,6255,직장인,L0368,0.0,0.0
369,50,남성,의정부시,29956678,356,상각,실패,0,29956678,방문,12,0,,617,3503,직장인,L0369,0.0,0.0
370,59,남성,동해시,5829531,264,상각,실패,0,5829531,전화,8,0,,890,7665,직장인,L0370,0.0,0.0
371,63,남성,인제군,1982378,134,중기,실패,0,1982378,전화,5,0,,937,7499,직장인,L0371,0.0,0.0
372,34,남성,양평군,632015,149,중기,성공,603620,28395,방문,5,0,125.0,731,2573,직장인,L0372,0.9550722688543785,120724.0
373,66,여성,천안시 동남구,33057415,245,상각,실패,0,33057415,전화,9,1,,492,5401,직장인,L0373,0.0,0.0
374,42,여성,수원시 권선구,24770413,231,상각,실패,0,24770413,전화,10,0,,535,5202,무직,L0374,0.0,0.0
375,37,남성,성남시 중원구,39543871,197,상각,실패,0,39543871,방문,8,0,,921,5509,직장인,L0375,0.0,0.0
376,21,여성,수원시 영통구,4007861,182,상각,실패,0,4007861,전화,7,0,,631,4019,자영업,L0376,0.0,0.0
377,30,여성,여주시,15165024,180,상각,실패,0,15165024,전화,6,0,,826,7575,직장인,L0377,0.0,0.0
378,35,여성,속초시,19475340,81,단기,실패,0,19475340,문자,4,0,,434,4102,직장인,L0378,0.0,0.0
379,28,여성,정선군,16693047,178,중기,실패,0,16693047,방문,7,0,,700,5944,무직,L0379,0.0,0.0
380,24,남성,부천시 소사구,11040917,52,단기,실패,0,11040917,문자,3,0,,825,5143,자영업,L0380,0.0,0.0
381,41,남성,괴산군,30614528,307,상각,실패,0,30614528,전화,11,0,,422,2849,직장인,L0381,0.0,0.0
382,34,남성,양주시,11838093,252,상각,실패,0,11838093,전화,8,0,,711,5822,직장인,L0382,0.0,0.0
383,62,여성,용인시 처인구,1335022,286,상각,실패,0,1335022,전화,10,5,,541,2769,직장인,L0383,0.0,0.0
384,21,여성,고양시 덕양구,6629011,199,상각,실패,0,6629011,전화,7,0,,846,2072,무직,L0384,0.0,0.0
385,55,남성,태백시,2032297,280,상각,실패,0,2032297,방문,8,0,,684,7463,직장인,L0385,0.0,0.0
386,61,남성,수원시 팔달구,13741996,274,상각,실패,0,13741996,전화,11,0,,492,4296,자영업,L0386,0.0,0.0
387,57,여성,과천시,10156140,343,상각,실패,0,10156140,전화,13,0,,933,6471,직장인,L0387,0.0,0.0
388,46,여성,포천시,36917421,94,중기,실패,0,36917421,전화,4,0,,767,2899,직장인,L0388,0.0,0.0
389,24,남성,수원시 장안구,41475102,114,중기,실패,0,41475102,전화,6,0,,852,6507,직장인,L0389,0.0,0.0
390,56,남성,횡성군,15799151,349,상각,실패,0,15799151,전화,11,3,,776,6201,직장인,L0390,0.0,0.0
391,27,여성,춘천시,35424131,50,단기,성공,20346160,15077971,문자,4,0,15.0,819,4653,직장인,L0391,0.5743587612636143,5086540.0
392,66,남성,수원시,39857587,98,중기,실패,0,39857587,방문,4,0,,901,7443,직장인,L0392,0.0,0.0
393,20,남성,이천시,46331462,168,중기,실패,0,46331462,전화,8,1,,483,7181,자영업,L0393,0.0,0.0
394,38,여성,홍성군,40903776,257,상각,실패,0,40903776,방문,9,2,,527,4930,직장인,L0394,0.0,0.0
395,31,여성,금산군,18221962,305,상각,실패,0,18221962,방문,9,0,,640,6041,직장인,L0395,0.0,0.0
396,24,여성,청양군,8199280,263,상각,실패,0,8199280,전화,10,3,,731,2469,직장인,L0396,0.0,0.0
397,65,남성,아산시,29386307,145,중기,실패,0,29386307,방문,5,0,,797,7049,직장인,L0397,0.0,0.0
398,63,여성,수원시 장안구,24859983,38,단기,실패,0,24859983,문자,2,0,,503,5732,자영업,L0398,0.0,0.0
399,50,남성,광주시,18647958,326,상각,실패,0,18647958,방문,12,1,,635,3838,직장인,L0399,0.0,0.0
400,28,여성,충주시,27694352,320,상각,실패,0,27694352,방문,11,2,,433,2735,무직,L0400,0.0,0.0
401,51,남성,금산군,24898398,253,상각,실패,0,24898398,방문,8,0,,930,2617,직장인,L0401,0.0,0.0
402,63,남성,인제군,32261018,260,상각,실패,0,32261018,전화,7,0,,773,7547,직장인,L0402,0.0,0.0
403,41,여성,안양시 만안구,34140166,96,중기,실패,0,34140166,전화,4,0,,796,7392,무직,L0403,0.0,0.0
404,67,여성,수원시 영통구,12822785,291,상각,실패,0,12822785,전화,10,0,,908,4502,직장인,L0404,0.0,0.0
405,58,여성,가평군,30345680,211,상각,실패,0,30345680,전화,9,0,,710,4537,자영업,L0405,0.0,0.0
406,48,남성,청주시 흥덕구,508101,32,단기,성공,325527,182574,문자,2,0,21.0,819,3653,직장인,L0406,0.6406738030430957,162763.5
